date_saisie,platfo,url,nro_id,ed,etab_aut_aff,tit,exist_trail,charge_trav_MOY,exist_syll,nbr_sem,sem_zero,expli_objectif,expli_objectif_txt,publ_expli_pres,cat_publ_pres,ENG,prereq_expli,publ_expli_pres_txt,etud,pro,gp,prereq_expli_txt,prereq_expli_techn,prereq_expli_connais,expli_zero_prereq,detail_nfp,prereq_expli_RF,prereq_expli_RNF,prereq_expli_RC,nbr_etab_contr,taille_equipe,nbr_PERSCLEF,nbr_MC,nbr_PU,nbr_chercheur,nbr_POST,nbr_ETUD,nbr_expert_extérieur,nbr_lien_rés,exist_eval,eval_txt,exist_attest,attest_formel,parcours,cond_util
03/03/2016,FUN,https://www.fun-mooc.fr/courses/ubourgogne/82002/session01/about,82002,1,ubourgogne,Open Wine University - Université de la vigne et du vin pour tous,OUI,3,OUI,5,NON,OUI,"Objectifs
Ce cours, ouvert à toutes et tous, a pour but de faire découvrir le monde la vigne et du vin.",OUI,NDP,NON,OUI,"Objectifs
Ce cours, ouvert à toutes et tous, a pour but de faire découvrir le monde la vigne et du vin.",NON,NON,OUI,"Prérequis
Aucun prérequis n'est nécessaire. Aucune certifcation",NON,NON,OUI,GP,NON,NON,NON,1,14,14,8,3,0,0,0,3,0,NON,NA,NON,NON,NON,CC-BY-NC-SA
04/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/ulb/44003/session01/about,44003,1,ulb,Développer sa pensée critique,OUI,"3,5",OUI,6,NON,OUI,"Ce MOOC a donc une double vocation : l’acquisition de certaines connaissances nécessaires à bien comprendre les enjeux de la pensée critique, et une invitation à penser par soi-même dans un monde complexe.",NON,NDP,NON,OUI,NA,NON,NON,NON,"Pré-requis
Aucun pré-requis nécessaire.",NON,NON,OUI,GP,NON,NON,NON,1,2,2,0,1,0,0,1,0,0,OUI,"Evaluation
L’évaluation finale sera présentée sous la forme de questions à choix multiples. En cas de réussite, l'apprenant pourra demander à obtenir une attestation de suivi avec succès.",OUI,NON,NON,CC-BY-NC-ND
27/02/2016,FUN,https://www.fun-mooc.fr/courses/Montpellier2/08001/Trimestre_1_2014/about,08001,1,umontpellier,"Ville durable : être acteur du changement
",OUI,3,OUI,6,NON,OUI,"A propos
Nous abordons le développement durable dans le contexte quotidien et à travers les aspects règlementaires, les normes applicables à l’environnement, la gestion des déchets, la lutte contre le changement climatique, le lien entre environnement et santé et les déplacements. L’objectif est d’appréhender les enjeux au quotidien à travers la vie en ville. Les résultats attendus sont la capacité à mettre en œuvre des actions concrètes liées au développement durable et à devenir acteur du développement durable dans un projet. Les différents points abordés dans le MOOC ""Ville durable : être acteur du changement"" ne concerne que la France.

Devenez acteur du développement durable ! Venez appréhender le développement durable au quotidien dans la ville, sous les aspects règlementaires, culturels, économiques et sociaux.",OUI,NDP,NON,OUI,"Pré-requis
""Ville durable"" s’adresse à tout public, sans prérequis particuliers. Il concerne etudiants, salariés, demandeurs d’emploi, citoyens en recherche d’informations...",OUI,OUI,OUI,"Pré-requis
""Ville durable"" s’adresse à tout public, sans prérequis particuliers. Il concerne etudiants, salariés, demandeurs d’emploi, citoyens en recherche d’informations...",NON,NON,OUI,GP,NON,NON,NON,1,2,2,1,0,1,0,0,0,0,NON,NA,NON,NON,NON,CC-BY-NC-SA
04/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/Paris1/16002/session01/about,16002,1,Université Paris 1 Panthéon-Sorbonne,Découper le temps : les périodes de l'histoire,OUI,2,OUI,5,NON,OUI,"L’objectif du cours est de comprendre les raisons qui poussent l’historien à découper le temps. Fondamentalement, la périodisation vise à rendre intelligible le passé pour dégager des lignes de forces qui caractérisent une époque.",OUI,NDP,NON,OUI,"A qui s'adresse ce MOOC ?
Ce MOOC est destiné à répondre à tous ceux qu'anime une certaine curiosité intellectuelle : tout public intéressé par l’histoire, lycéens s'interrogeant sur leur désir de faire de l'histoire, étudiants passant des épreuves de culture générale ou toute personne soucieuse de reprise d'études ou de formation tout au long de la vie.",OUI,NON,OUI,"Prérequis
Aucun prérequis n’est nécessaire pour suivre ce cours. Ce MOOC peut être suivi à plusieurs niveaux : comme un cours d’introduction à l’histoire ou comme une réflexion sur l’enseignement et l’écriture de l’histoire. Le cours est en français.",NON,NON,OUI,GP,NON,NON,NON,1,5,5,0,5,0,0,0,0,0,OUI,"Evaluation
A la fin de chaque semaine, un questionnaire d'auto-évaluation vous permettra de faire le point sur vos acquis.",NON,NON,NON,LICENCE RESTRICTIVE
03/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/Paris10/10004/session01/about,10004,1,Université Paris Ouest Nanterre La Défense,Consommer responsable,OUI,"2,5",OUI,6,NON,OUI,"À propos du cours
Comment consommer de manière plus responsable ? Quels sont les impacts de nos modes de consommation, vecteurs de transition et de respect de la planète ? Voici là toutes les problèmatiques de ce MOOC ! Ses témoignages de plus de quarante experts issus de champs disciplinaires différents (histoire, droit, ingénierie, gestion…) vous permettront d'apprehender globalement ces questions. Ils orienteront de fait, ce MOOC vers une approche plurisdisciplinaire du sujet.

De plus, les intervenants issus de différents pays améneront des éclairages différents sur ces questions et conféreront ainsi à ce MOOC, labellisé ""COP 21"", une dimension internationale.

En conclusion, l'objectif de ce MOOC sera de vous aider à comprendre le lien entre nos modes de consommation au quotidien et leurs impacts environnementaux et sociaux, afin de montrer la nécessité de repenser nos modèles d’affaires pour un développement durable pour tous.",OUI,NDP,NON,OUI,"Public
Ce cours s'adresse à toutes les personnes s’intéressant à la mise en œuvre d’actions en matière de développement durable : professionnels, enseignants, étudiants et tout citoyen.",OUI,OUI,OUI,"Pré-requis
Aucun pré-requis n'est demandé aux apprenants pour ce MOOC.",NON,NON,OUI,GP,NON,NON,NON,COLLECTIF,39,39,1,0,14,0,0,24,0,OUI,"Évaluation
Ce MOOC sera évalué au travers de quizz portant sur les vidéos. La réussite aux quizz des six semaines permettra à l’apprenant de recevoir une attestation de suivi avec succès.",OUI,NON,NON,CC-BY-NC-ND
03/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/Paris10/10002S02/session02/about,10002S02,2,Université Paris Ouest Nanterre La Défense,Philosophie et modes de vie ; de Socrate à Pierre Hadot et Michel Foucault,OUI,3,OUI,7,NON,OUI,"À propos du cours
Pourquoi philosopher ? Qu’est-ce que philosopher ? Est-ce comprendre le monde ? Est-ce seulement cela ? A partir du renouvellement de l’approche de la philosophie ancienne initié par Pierre Hadot et discuté notamment par Michel Foucault, il s’agira de voir si la philosophie n’est pas avant tout une recherche du meilleur mode de vie.

Ainsi, ce cours traite des origines et de l’histoire de la philosophie avec un accent mis sur les liens entre vie et philosophie. L’objectif est donc de retracer à grands traits les manières antiques d’aborder cette question ainsi que sa relecture contemporaine. De cette manière, c’est la conception même de la philosophie qui se trouve renouvelée.",OUI,NDP,NON,NON,"A qui s'adresse ce cours ?
Ce cours s’adresse à tout public et peut permettre différents niveaux d’investissements :

Simple consultation des contenus multimédias du cours,
Approfondissement de la séance par des exercices intégrés au cours,
Approfondissement supplémentaire par des lectures et des questions à discuter via les forums.",NON,NON,OUI,NA,NON,NON,NON,GP,NON,NON,NON,1,5,5,3,1,0,1,0,0,0,NON,NA,NON,NON,OUI,CC-BY-NC-ND
04/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/Paris10/10001S02/session02/about,10001S02,2,Université Paris Ouest Nanterre La Défense,La Première Guerre mondiale expliquée à travers ses archives,OUI,2,OUI,7,NON,NON,"À propos du cours
Ce MOOC s’adresse aux internautes curieux de (re)découvrir ou mieux connaître la Grande Guerre. Au fil des semaines, ils y découvriront comment la Grande Guerre a été vécue, perçue et représentée par les contemporains des événements. Pourquoi les années 1914-1918 sont-elles fondamentales pour comprendre les XXe et XXIe siècles ?

Depuis vingt ans, l'histoire de la Première Guerre mondiale s'est considérablement renouvelée. Elle fait désormais autant place aux événements politiques et militaires qu'aux dimensions culturelles et sociales. C'est cette histoire que nous entendons faire, pour comprendre un conflit unique par sa dimension, son intensité et sa durée.

Le cours est conçu comme un laboratoire. Le public est invité à se confronter à la Grande Guerre à travers des archives et des sources principalement conservées à la Bibliothèque de documentation internationale contemporaine (BDIC). Créée en 1917, cette bibliothèque-musée abrite aujourd'hui le patrimoine le plus riche et le plus diversifié de l'Enseignement supérieur sur le sujet. Il s'agira de montrer comment travaille l'historien, et comment l'analyse des sources a renouvelé le regard sur la guerre. Les séances insistent sur les aspects méthodologiques (analyse de photographies, étude de la presse de l’époque…) et les problématiques récentes (sexualité, fabrication et diffusion des mythes nés durant le conflit, argent, etc).

",OUI,NDP,NON,NON,"Ce MOOC s’adresse aux internautes curieux de (re)découvrir ou mieux connaître la Grande Guerre.   A qui s'adresse ce cours ?
Les cours s’adressent à un large public dans une perspective de formation continue.",NON,OUI,OUI,NA,NA,NA,NA,NA,NA,NA,NA,2,8,8,3,1,0,0,1,3,0,OUI,"Évaluation
Dans ce mooc non-certifiant, l’évaluation se fera sur la base d'une auto-évaluation à l'aide :

de QCM sur le contenu des séances,
de documents historiques à analyser.",NON,NON,NON,CC-BY-NC-ND
27/02/2016,FUN,https://www.fun-mooc.fr/courses/univnantes/31003/Trimestre_1_2015/about,31003,1,univnantes,"ExplorUnivers: à la découverte de l'univers
",OUI,3,OUI,6,NON,OUI,"Les objectifs pédagogiques de ce MOOC sont déclinés en trois niveaux :

acquérir une culture générale en sciences de l’univers ;
acquérir des connaissances plus approfondies en sciences et techniques ;
rechercher soi-même les réponses à des controverses scientifiques.
Tout en décrivant des objets physiques, ce MOOC offrira ainsi une ouverture vers une question scientifique actuelle et des éclairages techniques, scientifiques et épistémologiques sur la démarche de recherche.",OUI,NDP,NON,OUI,"A QUI S'ADRESSE CE COURS ?
Ce cours s’adresse à un public large dans un objectif de replacer les sciences et les techniques dans la culture.",NON,NON,OUI,"PRE-REQUIS
Il n’y a aucun pré-requis obligatoires pour suivre ce MOOC. Néanmoins un niveau scientifique de lycée permettra d’appréhender plus facilement certaines notions techniques abordées dans les cours, en particulier dans les niveaux approfondies des connaissances présentées.",NON,NON,OUI,LYC,OUI,NON,NON,1,16,4,0,0,1,2,5,0,0,OUI,"EVALUATION
Afin d’estimer sa compréhension des concepts abordés des exercices auto-corrigés seront proposés aux participants. Une activité (webquest) portant sur la résolution d’une controverse scientifique par les étudiants eux-mêmes permettra chaque semaine de susciter des échanges entre participants, d’appliquer les notions abordées et de rechercher d’autres sources bibliographiques.",NON,NON,NON,LICENCE RESTRICTIVE
27/02/2016,FUN,https://www.fun-mooc.fr/courses/univnantes/31004S02/session02/about,31004S02,2,univnantes,Ouvrez les portes du laboratoire : cellules et cellules souches,OUI,1,OUI,6,OUI,OUI,A l’issue du cours l’étudiant aura suivi et assimilé les principales étapes expérimentales d’un projet de recherche autour des cellules souches et aura acquis les notions de base de biologie cellulaire,OUI,NDP,NON,OUI,"À QUI S'ADRESSE CE COURS ?
Ce cours s’adresse à tout public, sans prérequis particulier. Il est accessible à tous, aussi bien aux novices qu’aux passionnés de biologie.",NON,NON,OUI,"PRÉ-REQUIS
Aucun prérequis n’est nécessaire.",NON,NON,OUI,GP,NON,NON,NON,3,4,4,3,1,0,0,0,0,0,OUI,"ÉVALUATION
Ce MOOC comporte des quiz permettant d'obtenir une attestation de suivi.",OUI,NON,NON,CC-BY-NC
29/01/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/upmf/69002/session01/about,69002,1,upmf,Développement et durabilité,OUI,"2,5",OUI,5,OUI,NON,Changez de regard sur développement et durabilité grâce à ce cours.,NON,NDP,NON,OUI,"A QUI S’ADRESSE CE COURS ?
Il s'agit d'un MOOC introductif qui ne nécessite pas de prérequis particulier.",NON,NON,OUI,"Il s'agit d'un MOOC introductif qui ne nécessite pas de prérequis particulier.  (...)    PRÉREQUIS
Ce cours en ligne est introductif et ne nécessite pas de prérequis particulier. Pendant le cours, vous aurez la possibilité d’approfondir les sujets abordés à travers les vidéos et grâce aux recommandations faites par les experts scientifiques (articles, sites web, livres, etc.). Ainsi, vous aurez la possibilité de progresser quel que soit votre niveau de connaissance en début de cours.",NON,NON,OUI,GP,NON,NON,NON,1,7,7,4,1,1,0,1,0,0,OUI,"Un travail hebdomadaire de 2h à 3h vous permettra d’appronfondir les principales notions abordées et illustrées par les experts scientifiques. Tout au long des 5 semaines de cours, un ensemble de vidéos vous sera proposé, ainsi que des activités réalisables en ligne comme des quiz, des débats ou encore des devoirs évalués par les pairs. Un forum vous permettra d'échanger avec la communauté d'apprenants et des ressources pédagogiques d’approfondissement seront mises à votre disposition.

Une « Attestation de suivi avec succès », délivrée conjointement par France Université Numérique et l'Université Pierre Mendès France, pourra vous être attribuée en fonction de votre assiduité et des résultats obtenus aux exercices proposés.
Effort estimé: Entre 2h et 3h de travail par semaine.",OUI,NON,NON,CC-BY-NC-ND
03/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/UPSUD/42002/session01/about,42002,1,UPSUD,Essentials of child and adolescent psychiatry across the world,OUI,3,OUI,5,NON,NON,"About This Course
This MOOC is intended for people who want to learn the most basic notions in child and adolescent psychiatry. The main disorders (depression, autism, attention deficit with hyperactivity disorder, etc.) are tackled, like more general topics (development, the psychiatric interview, treatments, etc.).",OUI,NDP,OUI,OUI,"About This Course
This MOOC is intended for people who want to learn the most basic notions in child and adolescent psychiatry. The main disorders (depression, autism, attention deficit with hyperactivity disorder, etc.) are tackled, like more general topics (development, the psychiatric interview, treatments, etc.).

Requirements
No specific skills or knowledge is required to follow this course. It is open to all those who have, for professional or other reasons, an interest in the mental health problems that can be encountered by children and adolescents.",NON,OUI,OUI,"Requirements
No specific skills or knowledge is required to follow this course. It is open to all those who have, for professional or other reasons, an interest in the mental health problems that can be encountered by children and adolescents.",NON,NON,OUI,GP,NON,NON,NON,1,20,1,0,0,0,0,0,1,0,OUI,"Evaluation
Each chapter is followed by a quizz and an exercice (fill in the blank) They will allow you to assess knowledge acquired.

Peer-corrected open questions : in the last two weeks, participants will have to produce documents analysed by others participants.

To obtain certification, participants must obtain a note over 60/100. Quizzs are for 40, Exercices for 40, Peer assesments for 20",OUI,NON,NON,CC-BY-NC-ND
